rank	config_id	brand	topic	persona	format	locale	confidence_score	tier	rationale
532	panic_first_aid_tw.anxiety.midlife_women.short_book_30.en-US	panic_first_aid_tw	anxiety	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
533	panic_first_aid_tw.anxiety.midlife_women.micro_book_15.en-US	panic_first_aid_tw	anxiety	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
534	panic_first_aid_tw.anxiety.midlife_women.micro_book_20.en-US	panic_first_aid_tw	anxiety	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
535	panic_first_aid_tw.anxiety.millennial_women_professionals.compact_book_8ch_30min.en-US	panic_first_aid_tw	anxiety	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
536	panic_first_aid_tw.anxiety.millennial_women_professionals.short_book_30.en-US	panic_first_aid_tw	anxiety	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
537	panic_first_aid_tw.anxiety.millennial_women_professionals.micro_book_15.en-US	panic_first_aid_tw	anxiety	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
538	panic_first_aid_tw.anxiety.millennial_women_professionals.micro_book_20.en-US	panic_first_aid_tw	anxiety	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
539	panic_first_aid_tw.anxiety.nyc_executives.standard_book.en-US	panic_first_aid_tw	anxiety	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
540	panic_first_aid_tw.anxiety.tech_finance_burnout.compact_book_8ch_30min.en-US	panic_first_aid_tw	anxiety	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
541	panic_first_aid_tw.anxiety.tech_finance_burnout.short_book_30.en-US	panic_first_aid_tw	anxiety	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
542	panic_first_aid_tw.anxiety.tech_finance_burnout.micro_book_15.en-US	panic_first_aid_tw	anxiety	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
543	panic_first_aid_tw.anxiety.tech_finance_burnout.micro_book_20.en-US	panic_first_aid_tw	anxiety	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
544	panic_first_aid_tw.anxiety.working_parents.standard_book.en-US	panic_first_aid_tw	anxiety	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
545	panic_first_aid_tw.social_anxiety.gen_z_professionals.standard_book.en-US	panic_first_aid_tw	social_anxiety	gen_z_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
546	panic_first_aid_tw.social_anxiety.midlife_women.standard_book.en-US	panic_first_aid_tw	social_anxiety	midlife_women	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
547	panic_first_aid_tw.social_anxiety.millennial_women_professionals.standard_book.en-US	panic_first_aid_tw	social_anxiety	millennial_women_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
548	panic_first_aid_tw.social_anxiety.tech_finance_burnout.standard_book.en-US	panic_first_aid_tw	social_anxiety	tech_finance_burnout	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
549	gen_z_grounding_tw.anxiety.corporate_managers.standard_book.en-US	gen_z_grounding_tw	anxiety	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
550	gen_z_grounding_tw.anxiety.gen_z_professionals.compact_book_8ch_30min.en-US	gen_z_grounding_tw	anxiety	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
551	gen_z_grounding_tw.anxiety.gen_z_professionals.short_book_30.en-US	gen_z_grounding_tw	anxiety	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
552	gen_z_grounding_tw.anxiety.gen_z_professionals.micro_book_15.en-US	gen_z_grounding_tw	anxiety	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
553	gen_z_grounding_tw.anxiety.gen_z_professionals.micro_book_20.en-US	gen_z_grounding_tw	anxiety	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
554	gen_z_grounding_tw.anxiety.healthcare_rns.standard_book.en-US	gen_z_grounding_tw	anxiety	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
555	gen_z_grounding_tw.anxiety.midlife_women.compact_book_8ch_30min.en-US	gen_z_grounding_tw	anxiety	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
556	gen_z_grounding_tw.anxiety.midlife_women.short_book_30.en-US	gen_z_grounding_tw	anxiety	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
557	gen_z_grounding_tw.anxiety.midlife_women.micro_book_15.en-US	gen_z_grounding_tw	anxiety	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
558	gen_z_grounding_tw.anxiety.midlife_women.micro_book_20.en-US	gen_z_grounding_tw	anxiety	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
559	gen_z_grounding_tw.anxiety.millennial_women_professionals.compact_book_8ch_30min.en-US	gen_z_grounding_tw	anxiety	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
560	gen_z_grounding_tw.anxiety.millennial_women_professionals.short_book_30.en-US	gen_z_grounding_tw	anxiety	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
561	gen_z_grounding_tw.anxiety.millennial_women_professionals.micro_book_15.en-US	gen_z_grounding_tw	anxiety	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
562	gen_z_grounding_tw.anxiety.millennial_women_professionals.micro_book_20.en-US	gen_z_grounding_tw	anxiety	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
563	gen_z_grounding_tw.anxiety.nyc_executives.standard_book.en-US	gen_z_grounding_tw	anxiety	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
564	gen_z_grounding_tw.anxiety.tech_finance_burnout.compact_book_8ch_30min.en-US	gen_z_grounding_tw	anxiety	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
565	gen_z_grounding_tw.anxiety.tech_finance_burnout.short_book_30.en-US	gen_z_grounding_tw	anxiety	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
566	gen_z_grounding_tw.anxiety.tech_finance_burnout.micro_book_15.en-US	gen_z_grounding_tw	anxiety	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
567	gen_z_grounding_tw.anxiety.tech_finance_burnout.micro_book_20.en-US	gen_z_grounding_tw	anxiety	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
568	gen_z_grounding_tw.anxiety.working_parents.standard_book.en-US	gen_z_grounding_tw	anxiety	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
569	gen_z_grounding_tw.self_worth.corporate_managers.standard_book.en-US	gen_z_grounding_tw	self_worth	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
570	gen_z_grounding_tw.self_worth.gen_z_professionals.compact_book_8ch_30min.en-US	gen_z_grounding_tw	self_worth	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
571	gen_z_grounding_tw.self_worth.gen_z_professionals.short_book_30.en-US	gen_z_grounding_tw	self_worth	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
572	gen_z_grounding_tw.self_worth.gen_z_professionals.micro_book_15.en-US	gen_z_grounding_tw	self_worth	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
573	gen_z_grounding_tw.self_worth.gen_z_professionals.micro_book_20.en-US	gen_z_grounding_tw	self_worth	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
574	gen_z_grounding_tw.self_worth.healthcare_rns.standard_book.en-US	gen_z_grounding_tw	self_worth	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
575	gen_z_grounding_tw.self_worth.midlife_women.compact_book_8ch_30min.en-US	gen_z_grounding_tw	self_worth	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
576	gen_z_grounding_tw.self_worth.midlife_women.short_book_30.en-US	gen_z_grounding_tw	self_worth	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
577	gen_z_grounding_tw.self_worth.midlife_women.micro_book_15.en-US	gen_z_grounding_tw	self_worth	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
578	gen_z_grounding_tw.self_worth.midlife_women.micro_book_20.en-US	gen_z_grounding_tw	self_worth	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
579	gen_z_grounding_tw.self_worth.millennial_women_professionals.compact_book_8ch_30min.en-US	gen_z_grounding_tw	self_worth	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
580	gen_z_grounding_tw.self_worth.millennial_women_professionals.short_book_30.en-US	gen_z_grounding_tw	self_worth	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
581	gen_z_grounding_tw.self_worth.millennial_women_professionals.micro_book_15.en-US	gen_z_grounding_tw	self_worth	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
582	gen_z_grounding_tw.self_worth.millennial_women_professionals.micro_book_20.en-US	gen_z_grounding_tw	self_worth	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
583	gen_z_grounding_tw.self_worth.nyc_executives.standard_book.en-US	gen_z_grounding_tw	self_worth	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
584	gen_z_grounding_tw.self_worth.tech_finance_burnout.compact_book_8ch_30min.en-US	gen_z_grounding_tw	self_worth	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
585	gen_z_grounding_tw.self_worth.tech_finance_burnout.short_book_30.en-US	gen_z_grounding_tw	self_worth	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
586	gen_z_grounding_tw.self_worth.tech_finance_burnout.micro_book_15.en-US	gen_z_grounding_tw	self_worth	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
587	gen_z_grounding_tw.self_worth.tech_finance_burnout.micro_book_20.en-US	gen_z_grounding_tw	self_worth	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
588	gen_z_grounding_tw.self_worth.working_parents.standard_book.en-US	gen_z_grounding_tw	self_worth	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
589	gen_z_grounding_tw.social_anxiety.gen_z_professionals.standard_book.en-US	gen_z_grounding_tw	social_anxiety	gen_z_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
590	gen_z_grounding_tw.social_anxiety.midlife_women.standard_book.en-US	gen_z_grounding_tw	social_anxiety	midlife_women	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
591	gen_z_grounding_tw.social_anxiety.millennial_women_professionals.standard_book.en-US	gen_z_grounding_tw	social_anxiety	millennial_women_professionals	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
592	gen_z_grounding_tw.social_anxiety.tech_finance_burnout.standard_book.en-US	gen_z_grounding_tw	social_anxiety	tech_finance_burnout	standard_book	en-US	7.0	T1-flagship	tier1-persona;brand-affinity;canonical-format
593	grief_companion_tw.grief.corporate_managers.standard_book.en-US	grief_companion_tw	grief	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
594	grief_companion_tw.grief.gen_z_professionals.compact_book_8ch_30min.en-US	grief_companion_tw	grief	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
595	grief_companion_tw.grief.gen_z_professionals.short_book_30.en-US	grief_companion_tw	grief	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
596	grief_companion_tw.grief.gen_z_professionals.micro_book_15.en-US	grief_companion_tw	grief	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
597	grief_companion_tw.grief.gen_z_professionals.micro_book_20.en-US	grief_companion_tw	grief	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
598	grief_companion_tw.grief.healthcare_rns.standard_book.en-US	grief_companion_tw	grief	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
599	grief_companion_tw.grief.midlife_women.compact_book_8ch_30min.en-US	grief_companion_tw	grief	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
600	grief_companion_tw.grief.midlife_women.short_book_30.en-US	grief_companion_tw	grief	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
601	grief_companion_tw.grief.midlife_women.micro_book_15.en-US	grief_companion_tw	grief	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
602	grief_companion_tw.grief.midlife_women.micro_book_20.en-US	grief_companion_tw	grief	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
603	grief_companion_tw.grief.millennial_women_professionals.compact_book_8ch_30min.en-US	grief_companion_tw	grief	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
604	grief_companion_tw.grief.millennial_women_professionals.short_book_30.en-US	grief_companion_tw	grief	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
605	grief_companion_tw.grief.millennial_women_professionals.micro_book_15.en-US	grief_companion_tw	grief	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
606	grief_companion_tw.grief.millennial_women_professionals.micro_book_20.en-US	grief_companion_tw	grief	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
607	grief_companion_tw.grief.nyc_executives.standard_book.en-US	grief_companion_tw	grief	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
608	grief_companion_tw.grief.tech_finance_burnout.compact_book_8ch_30min.en-US	grief_companion_tw	grief	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
609	grief_companion_tw.grief.tech_finance_burnout.short_book_30.en-US	grief_companion_tw	grief	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
610	grief_companion_tw.grief.tech_finance_burnout.micro_book_15.en-US	grief_companion_tw	grief	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
611	grief_companion_tw.grief.tech_finance_burnout.micro_book_20.en-US	grief_companion_tw	grief	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
612	grief_companion_tw.grief.working_parents.standard_book.en-US	grief_companion_tw	grief	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
613	inner_security_tw.anxiety.corporate_managers.standard_book.en-US	inner_security_tw	anxiety	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
614	inner_security_tw.anxiety.gen_z_professionals.compact_book_8ch_30min.en-US	inner_security_tw	anxiety	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
615	inner_security_tw.anxiety.gen_z_professionals.short_book_30.en-US	inner_security_tw	anxiety	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
616	inner_security_tw.anxiety.gen_z_professionals.micro_book_15.en-US	inner_security_tw	anxiety	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
617	inner_security_tw.anxiety.gen_z_professionals.micro_book_20.en-US	inner_security_tw	anxiety	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
618	inner_security_tw.anxiety.healthcare_rns.standard_book.en-US	inner_security_tw	anxiety	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
619	inner_security_tw.anxiety.midlife_women.compact_book_8ch_30min.en-US	inner_security_tw	anxiety	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
620	inner_security_tw.anxiety.midlife_women.short_book_30.en-US	inner_security_tw	anxiety	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
621	inner_security_tw.anxiety.midlife_women.micro_book_15.en-US	inner_security_tw	anxiety	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
622	inner_security_tw.anxiety.midlife_women.micro_book_20.en-US	inner_security_tw	anxiety	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
623	inner_security_tw.anxiety.millennial_women_professionals.compact_book_8ch_30min.en-US	inner_security_tw	anxiety	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
624	inner_security_tw.anxiety.millennial_women_professionals.short_book_30.en-US	inner_security_tw	anxiety	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
625	inner_security_tw.anxiety.millennial_women_professionals.micro_book_15.en-US	inner_security_tw	anxiety	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
626	inner_security_tw.anxiety.millennial_women_professionals.micro_book_20.en-US	inner_security_tw	anxiety	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
627	inner_security_tw.anxiety.nyc_executives.standard_book.en-US	inner_security_tw	anxiety	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
628	inner_security_tw.anxiety.tech_finance_burnout.compact_book_8ch_30min.en-US	inner_security_tw	anxiety	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
629	inner_security_tw.anxiety.tech_finance_burnout.short_book_30.en-US	inner_security_tw	anxiety	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
630	inner_security_tw.anxiety.tech_finance_burnout.micro_book_15.en-US	inner_security_tw	anxiety	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
631	inner_security_tw.anxiety.tech_finance_burnout.micro_book_20.en-US	inner_security_tw	anxiety	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
632	inner_security_tw.anxiety.working_parents.standard_book.en-US	inner_security_tw	anxiety	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
633	inner_security_tw.self_worth.corporate_managers.standard_book.en-US	inner_security_tw	self_worth	corporate_managers	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
634	inner_security_tw.self_worth.gen_z_professionals.compact_book_8ch_30min.en-US	inner_security_tw	self_worth	gen_z_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
635	inner_security_tw.self_worth.gen_z_professionals.short_book_30.en-US	inner_security_tw	self_worth	gen_z_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
636	inner_security_tw.self_worth.gen_z_professionals.micro_book_15.en-US	inner_security_tw	self_worth	gen_z_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
637	inner_security_tw.self_worth.gen_z_professionals.micro_book_20.en-US	inner_security_tw	self_worth	gen_z_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
638	inner_security_tw.self_worth.healthcare_rns.standard_book.en-US	inner_security_tw	self_worth	healthcare_rns	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
639	inner_security_tw.self_worth.midlife_women.compact_book_8ch_30min.en-US	inner_security_tw	self_worth	midlife_women	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
640	inner_security_tw.self_worth.midlife_women.short_book_30.en-US	inner_security_tw	self_worth	midlife_women	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
641	inner_security_tw.self_worth.midlife_women.micro_book_15.en-US	inner_security_tw	self_worth	midlife_women	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
642	inner_security_tw.self_worth.midlife_women.micro_book_20.en-US	inner_security_tw	self_worth	midlife_women	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
643	inner_security_tw.self_worth.millennial_women_professionals.compact_book_8ch_30min.en-US	inner_security_tw	self_worth	millennial_women_professionals	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
644	inner_security_tw.self_worth.millennial_women_professionals.short_book_30.en-US	inner_security_tw	self_worth	millennial_women_professionals	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
645	inner_security_tw.self_worth.millennial_women_professionals.micro_book_15.en-US	inner_security_tw	self_worth	millennial_women_professionals	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
646	inner_security_tw.self_worth.millennial_women_professionals.micro_book_20.en-US	inner_security_tw	self_worth	millennial_women_professionals	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
647	inner_security_tw.self_worth.nyc_executives.standard_book.en-US	inner_security_tw	self_worth	nyc_executives	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
648	inner_security_tw.self_worth.tech_finance_burnout.compact_book_8ch_30min.en-US	inner_security_tw	self_worth	tech_finance_burnout	compact_book_8ch_30min	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
649	inner_security_tw.self_worth.tech_finance_burnout.short_book_30.en-US	inner_security_tw	self_worth	tech_finance_burnout	short_book_30	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
650	inner_security_tw.self_worth.tech_finance_burnout.micro_book_15.en-US	inner_security_tw	self_worth	tech_finance_burnout	micro_book_15	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
651	inner_security_tw.self_worth.tech_finance_burnout.micro_book_20.en-US	inner_security_tw	self_worth	tech_finance_burnout	micro_book_20	en-US	7.0	T1-flagship	tier1-persona;tier1-topic;brand-affinity
652	inner_security_tw.self_worth.working_parents.standard_book.en-US	inner_security_tw	self_worth	working_parents	standard_book	en-US	7.0	T1-flagship	tier1-topic;brand-affinity;canonical-format
653	stillness_press.anxiety.corporate_managers.deep_book_6h.en-US	stillness_press	anxiety	corporate_managers	deep_book_6h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
654	stillness_press.anxiety.corporate_managers.deep_book_4h.en-US	stillness_press	anxiety	corporate_managers	deep_book_4h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
655	stillness_press.anxiety.corporate_managers.extended_book_2h.en-US	stillness_press	anxiety	corporate_managers	extended_book_2h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
656	stillness_press.anxiety.healthcare_rns.deep_book_6h.en-US	stillness_press	anxiety	healthcare_rns	deep_book_6h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
657	stillness_press.anxiety.healthcare_rns.deep_book_4h.en-US	stillness_press	anxiety	healthcare_rns	deep_book_4h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
658	stillness_press.anxiety.healthcare_rns.extended_book_2h.en-US	stillness_press	anxiety	healthcare_rns	extended_book_2h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
659	stillness_press.anxiety.nyc_executives.deep_book_6h.en-US	stillness_press	anxiety	nyc_executives	deep_book_6h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
660	stillness_press.anxiety.nyc_executives.deep_book_4h.en-US	stillness_press	anxiety	nyc_executives	deep_book_4h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
661	stillness_press.anxiety.nyc_executives.extended_book_2h.en-US	stillness_press	anxiety	nyc_executives	extended_book_2h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
662	stillness_press.anxiety.working_parents.deep_book_6h.en-US	stillness_press	anxiety	working_parents	deep_book_6h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
663	stillness_press.anxiety.working_parents.deep_book_4h.en-US	stillness_press	anxiety	working_parents	deep_book_4h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
664	stillness_press.anxiety.working_parents.extended_book_2h.en-US	stillness_press	anxiety	working_parents	extended_book_2h	en-US	6.7	T2-priority	tier1-topic;brand-affinity
665	stillness_press.overthinking.gen_z_professionals.deep_book_6h.en-US	stillness_press	overthinking	gen_z_professionals	deep_book_6h	en-US	6.7	T2-priority	tier1-persona;brand-affinity
666	stillness_press.overthinking.gen_z_professionals.deep_book_4h.en-US	stillness_press	overthinking	gen_z_professionals	deep_book_4h	en-US	6.7	T2-priority	tier1-persona;brand-affinity
667	stillness_press.overthinking.gen_z_professionals.extended_book_2h.en-US	stillness_press	overthinking	gen_z_professionals	extended_book_2h	en-US	6.7	T2-priority	tier1-persona;brand-affinity
668	stillness_press.overthinking.midlife_women.deep_book_6h.en-US	stillness_press	overthinking	midlife_women	deep_book_6h	en-US	6.7	T2-priority	tier1-persona;brand-affinity
669	stillness_press.overthinking.midlife_women.deep_book_4h.en-US	stillness_press	overthinking	midlife_women	deep_book_4h	en-US	6.7	T2-priority	tier1-persona;brand-affinity
